label	message	preprocessed_message
1	Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994	thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer service
1	Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!	win newest “ harry potter order phoenix book reply harry answer question chance first among reader
0	Hows the street where the end of library walk is?	hows street end library walk
0	Me too baby! I promise to treat you well! I bet you will take good care of me...	baby promise treat well bet take good care
0	Send me the new number	send new number
0	I don't think I can get away for a trek that long with family in town, sorry	dont think get away trek long family town sorry
1	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+	urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm
0	Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea	good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
0	CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE 	cha quiteamuzing thatscool babeprobpop cu satthen hunny brekkie love jen xxx psxtra lrg portion please
0	They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?	making easy pay back ltgt yr say pay back earlier get
0	Oh really?? Did you make it on air? What's your talent?	oh really make air whats talent
0	I am sorry it hurt you.	sorry hurt
0	In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)	xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
0	Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.	arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite
0	Same. Wana plan a trip sometme then	wana plan trip sometme
0	Am not interested to do like that.	interested like
0	Dhoni have luck to win some big title.so we will win:)	dhoni luck win big titleso win
1	No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info
0	Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 	read shame tell take run blame u ever really ever long time
0	Ü collecting ur laptop then going to configure da settings izzit?	ü collecting ur laptop going configure da setting izzit
0	I'm working technical support :)voice process.networking field.	im working technical support voice processnetworking field
0	Does not operate after  &lt;#&gt;  or what	operate ltgt
1	Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16	bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd
0	do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................	u think girl propose u today seing ur bloody funky shit fucking faceasssssholeeee
0	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!	sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parent kidz friend n colleague screaming surprise waiting sofa naked
0	Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.	wishing beautiful day moment revealing even thing keep smiling enjoy
0	May i call You later Pls	may call later pls
1	U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870	u ’ bin awarded £ play instant cash call claim every th player win min ££ optout
1	HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call	hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call
0	Da is good good player.why he is unsold.	da good good playerwhy unsold
0	Theoretically yeah, he could be able to come	theoretically yeah could able come
0	Cheers for the card ... Is it that time of year already?	cheer card time year already
0	Yeah but which is worse for i	yeah worse
0	Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)	peteis phone still jenny college leannewhat
0	Wat time do u wan 2 meet me later?	wat time u wan meet later
0	She.s find. I sent you an offline message to know how anjola's now.	shes find sent offline message know anjolas
0	Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).	ride equally uneventful many pesky cyclist around time night
0	I know a few people I can hit up and fuck to the yes	know people hit fuck yes
0	U GOIN OUT 2NITE?	u goin nite
0	I will see in half an hour	see half hour
1	IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!	important message final contact attempt important message waiting customer claim dept expires call
0	Carlos took a while (again), we leave in a minute	carlos took leave minute
0	Am in gobi arts college	gobi art college
0	Ugh. Gotta drive back to sd from la. My butt is sore.	ugh got ta drive back sd la butt sore
0	Howz that persons story	howz person story
1	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18	new mobile must go txt nokia collect todayfrom £ wwwtcbiz optout gbpmtmsg
0	Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... 	okies ill go yan jiu skip ard oso go cine den go mrt one blah blah blah
0	Ha ha cool cool chikku chikku:-):-DB-)	ha ha cool cool chikku chikkudb
0	I'm outside islands, head towards hard rock and you'll run into me	im outside island head towards hard rock youll run
0	Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!	im inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insect molestedsomeone plumbingremixed evil men acid
0	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.	hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
0	Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...	eh ur laptop got stock lei say mon muz come take look c got
0	Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.	hi please get ltgt dollar loan ill pay back mid february pls
0	Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!	aah cuddle would lush id need lot tea soup kind fumbling
0	Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?	haha leg neck killing amigo hoping end night burn think could swing like hour
0	I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?	sleeping bag blanket paper phone detail anything else
0	I.ll get there tomorrow and send it to you	ill get tomorrow send
0	Ok. How many should i buy.	ok many buy
0	Wat would u like 4 ur birthday?	wat would u like ur birthday
0	Alright if you're sure, let me know when you're leaving	alright youre sure let know youre leaving
0	LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP	look fuckin time fuck think
0	Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow	hmm shall bring bottle wine keep u amused joking ill still bring bottle red white see tomorrow
1	Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!	ur balance £ ur next question sang uptown girl answer txt ur answer good luck
0	Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 	hey sat going intro pilate kickboxing
0	Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.	likely called mittelschmertz google dont paracetamol dont worry go
0	Yup ü not comin :-(	yup ü comin
0	Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.	sorry ive gone place ill tomorrow really sorry
